Test_01_F,CPT_40,36.458333333333336
Test_01_F,CPT_50,57.291666666666664
Test_01_F,CPT_60,52.083333333333336
Test_01_F,CPT_70,109.37500666666666
Test_01_F,CPT_80,67.70833333333333
Test_01_F,CPT_90,239.58333000000002
Test_01_F,CPT_100,250.00000666666665
Test_01_F,CPT_110,390.625
Test_01_F,CPT_120,265.6250166666667
Test_01_F,CPT_130,494.79163666666665
Test_01_F,CPT_140,572.9166266666667
Test_01_F,CPT_150,656.25
Test_01_F,CPT_160,942.7083333333334
Test_01_F,CPT_170,942.7083333333334
Test_01_F,CPT_180,1098.9583333333333
Test_01_F,CPT_190,1119.7916866666667
Test_01_F,CPT_200,1843.75
Test_01_F,FLW_1,0.0
Test_01_F,FLW_2,0.0
Test_01_F,FLW_3,26.041666666666668
Test_01_F,FLW_4,20.833333333333332
Test_01_F,FLW_5,10.416666666666666
Test_01_F,FLW_6,0.0
Test_01_F,FLW_7,5.208333333333333
Test_01_F,FLW_8,20.833333333333332
Test_01_F,FLW_9,5.208333333333333
Test_01_F,FLW_10,31.25
Test_01_F,FLW_20,187.50000666666665
Test_01_F,FLW_30,1411.4583333333333
Test_01_F,FLW_40,3713.5416666666665
Test_01_F,FLW_50,10385.416666666666
Test_01_F,FLW_60,23380.209000000003
Test_01_F,FLW_70,30000
Test_01_F,FLW_80,30000.0
Test_01_F,FLW_90,30000.0
Test_01_F,FLW_100,30000.0
Test_01_F,FLW_110,30000.0
Test_01_F,FLW_120,30000.0
Test_01_F,FLW_130,30000.0
Test_01_F,FLW_140,30000.0
Test_01_F,FLW_150,30000.0
Test_01_F,FLW_160,30000.0
Test_01_F,FLW_170,30000.0
Test_01_F,FLW_180,30000.0
Test_01_F,FLW_190,30000.0
Test_01_F,FLW_200,30000.0
Test_01_G,CLI_1,0.0
Test_01_G,CLI_2,0.0
Test_01_G,CLI_3,5.208333333333333
Test_01_G,CLI_4,5.208333333333333
Test_01_G,CLI_5,10.416666666666666
Test_01_G,CLI_6,0.0
Test_01_G,CLI_7,15.625
Test_01_G,CLI_8,0.0
Test_01_G,CLI_9,10.416666666666666
Test_01_G,CLI_10,15.625
Test_01_G,CLI_20,83.33333333333333
Test_01_G,CLI_30,395.8333333333333
Test_01_G,CLI_40,1093.75
Test_01_G,CLI_50,2598.9583333333335
Test_01_G,CLI_60,5828.125
Test_01_G,CLI_70,10765.625
Test_01_G,CLI_80,19276.041666666668
Test_01_G,CLI_90,30000.0
Test_01_G,CLI_100,30000.0
Test_01_G,CLI_110,30000.0
Test_01_G,CLI_120,30000.0
Test_01_G,CLI_130,30000.0
Test_01_G,CLI_140,30000.0
Test_01_G,CLI_150,30000.0
Test_01_G,CLI_160,30000.0
Test_01_G,CLI_170,30000.0
Test_01_G,CLI_180,30000.0
Test_01_G,CLI_190,30000.0
Test_01_G,CLI_200,30000.0
