Test_01_B,LR_DS_1,5.208333333333333
Test_01_B,LR_DS_2,5.208333333333333
Test_01_B,LR_DS_3,0.0
Test_01_B,LR_DS_4,0.0
Test_01_B,LR_DS_5,0.0
Test_01_B,LR_DS_6,5.208333333333333
Test_01_B,LR_DS_7,0.0
Test_01_B,LR_DS_8,20.833333333333332
Test_01_B,LR_DS_9,5.208333333333333
Test_01_B,LR_DS_10,5.208333333333333
Test_01_B,LR_DS_20,5.208333333333333
Test_01_B,LR_DS_30,20.833333333333332
Test_01_B,LR_DS_40,20.833333333333332
Test_01_B,LR_DS_50,20.833333333333332
Test_01_B,LR_DS_60,15.625
Test_01_B,LR_DS_70,0.0
Test_01_B,LR_DS_80,15.625
Test_01_B,LR_DS_90,10.416666666666666
Test_01_B,LR_DS_100,5.208333333333333
Test_01_B,LR_DS_110,62.5
Test_01_B,LR_DS_120,15.625
Test_01_B,LR_DS_130,10.416666666666666
Test_01_B,LR_DS_140,5.208333333333333
Test_01_B,LR_DS_150,15.625
Test_01_B,LR_DS_160,0.0
Test_01_B,LR_DS_170,46.875
Test_01_B,LR_DS_180,57.291666666666664
Test_01_B,LR_DS_190,83.33333333333333
Test_01_B,LR_DS_200,88.54166666666667
Test_01_D,LR_NDS_1,5.208333333333333
Test_01_D,LR_NDS_2,0.0
Test_01_D,LR_NDS_3,0.0
Test_01_D,LR_NDS_4,0.0
Test_01_D,LR_NDS_5,0.0
Test_01_D,LR_NDS_6,0.0
Test_01_D,LR_NDS_7,15.625
Test_01_D,LR_NDS_8,10.416666666666666
Test_01_D,LR_NDS_9,15.625
Test_01_D,LR_NDS_10,5.208333333333333
Test_01_D,LR_NDS_20,15.625
Test_01_D,LR_NDS_30,88.54166
Test_01_D,LR_NDS_40,255.20834
Test_01_D,LR_NDS_50,364.58332333333334
Test_01_D,LR_NDS_60,729.1666666666666
Test_01_D,LR_NDS_70,1088.5416666666667
Test_01_D,LR_NDS_80,1281.2500333333335
Test_01_D,LR_NDS_90,1968.75
Test_01_D,LR_NDS_100,3145.8333333333335
Test_01_D,LR_NDS_110,4677.083333333333
Test_01_D,LR_NDS_120,6322.916666666667
Test_01_D,LR_NDS_130,9114.583333333334
Test_01_D,LR_NDS_140,12666.666666666666
Test_01_D,LR_NDS_150,16062.5
Test_01_D,LR_NDS_160,19078.125
Test_01_D,LR_NDS_170,23734.375
Test_01_D,LR_NDS_180,27656.25
Test_01_D,LR_NDS_190,30000
Test_01_D,LR_NDS_200,30000
Test_01_F,CPT_1,5.208333333333333
Test_01_F,CPT_2,5.208333333333333
Test_01_F,CPT_3,5.208333333333333
Test_01_F,CPT_4,0.0
Test_01_F,CPT_5,10.416666666666666
Test_01_F,CPT_6,5.208333333333333
Test_01_F,CPT_7,15.625
Test_01_F,CPT_8,0.0
Test_01_F,CPT_9,0.0
Test_01_F,CPT_10,15.625
Test_01_F,CPT_20,0.0
Test_01_F,CPT_30,20.833333333333332
